table,error,time
"PRD_DYNAMICVSGRANITE_WIFI_REC","error:  Call completed. ","2024-11-22 15:37:09"
"PRD_REG_CAN_VS_ISPAN_REV_MV","error:  Call completed. ","2024-11-22 15:37:15"
"PRD_REG_CAN_MTREND_ISPAN","error:  Call completed. ","2024-11-22 15:37:15"
"PRD_PMATRIX_VS_PRICELIST_MODAR","error: 	CALL DBMS_MVIEW.REFRESH('PRD_PMATRIX_VS_PRICELIST_MODAR','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 15:37:16"
"STCS_MP_PRICE_LIST_MV","error:  Call completed. ","2024-11-22 15:37:31"
"STCS_MP_SUBS_MV","error:  Call completed. ","2024-11-22 15:39:56"
"PRD_ALL_CLOUD_DELAY_DEV","error: 	CALL DBMS_MVIEW.REFRESH('PRD_ALL_CLOUD_DELAY_DEV','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 15:39:56"
"PRD_CONTRACT_SHARE_RECON_ISPAN","error:  Call completed. ","2024-11-22 15:43:57"
"PRD_COST_MERGED_VS_FINA_L1_MV","error:  Call completed. ","2024-11-22 15:43:59"
"PRD_DELAY_DEV_PROJECTS","error:  Call completed. ","2024-11-22 15:44:01"
"PRD_DELAY_DEV_PROJECTS_L3","error: 	CALL DBMS_MVIEW.REFRESH('PRD_DELAY_DEV_PROJECTS_L3','C')              * ERROR at line 1: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01861: literal does not match format string ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 15:44:02"
"PRD_DIA_VSAT_PAYMENT_ANA_MV","error:  Call completed. ","2024-11-22 15:44:17"
"PRD_FLEET_PORTAL_DYN_MV","error:  Call completed. ","2024-11-22 15:44:22"
"PRD_GRANITE_MS_CRM","error:  Call completed. ","2024-11-22 15:44:25"
"PRD_MODAR_CHECK","error: 	CALL DBMS_MVIEW.REFRESH('PRD_MODAR_CHECK','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 15:44:25"
"PRD_MODAR_USG_MP_SUB_VS_AGW_MV","error: 	CALL DBMS_MVIEW.REFRESH('PRD_MODAR_USG_MP_SUB_VS_AGW_MV','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 15:44:25"
"PRD_MON_TREND_ANAL_ISPAN","error:  Call completed. ","2024-11-22 15:44:26"
"PRD_MP_SUB_PLIST_USG_MODAR","error: 	CALL DBMS_MVIEW.REFRESH('PRD_MP_SUB_PLIST_USG_MODAR','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 15:44:26"
"PRD_PMATRIX_VS_DYNAMICS_FLEET","error:  Call completed. ","2024-11-22 15:44:27"
"PRD_PMATRIX_VS_STCSGL_FLEET","error:  Call completed. ","2024-11-22 15:44:44"
"PRD_PMATRIX_VS_STCSGL_MRS","error: 	CALL DBMS_MVIEW.REFRESH('PRD_PMATRIX_VS_STCSGL_MRS','C')              * ERROR at line 1: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01722: invalid number ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 15:45:19"
"PRD_PROJ_AP_PO_VS_MATERIAL_MV","error:  Call completed. ","2024-11-22 15:45:21"
"PRD_PROJECT_AP_PO_INV_VS_L1_MV","error:  Call completed. ","2024-11-22 15:45:26"
"PRD_PROJECT_ERP_VS_L1_PO","error:  Call completed. ","2024-11-22 15:45:27"
"PRD_PROJECT_ONHAND_VS_INVENTORY","error: 	CALL DBMS_MVIEW.REFRESH('PRD_PROJECT_ONHAND_VS_INVENTORY','C')              * ERROR at line 1: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01722: invalid number ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 15:45:28"
"PRD_PROJECTS_CLOUD_EXP","error:  Call completed. ","2024-11-22 15:45:30"
"PRD_PROJECTS_EXPIRED_CHECK","error:  Call completed. ","2024-11-22 15:45:34"
"PRD_PROJECTS_EMP_L1_L3_MV","error:  Call completed. ","2024-11-22 15:47:50"
"PRD_PROJECTS_PO_VS_GRN","error:  Call completed. ","2024-11-22 16:06:14"
"PRD_PROJECT_PO_PR_GRN_OUT_MV","error:  Call completed. ","2024-11-22 16:06:37"
"PRD_SERVICE_DEV_ACT_GL_FLEET","error:  Call completed. ","2024-11-22 16:06:49"
"PRD_STCGL_VS_PROJECT_L1","error:  Call completed. ","2024-11-22 16:06:55"
"PRD_I_SUPP_VS_BILL_ALL","error:  Call completed. ","2024-11-22 16:07:08"
"PRD_MONTH_TRENDREV_ISPAN","error:  Call completed. ","2024-11-22 16:07:08"
"PRD_PROJECTS_EXPIRED_DIA","error:  Call completed. ","2024-11-22 16:07:09"
"PRD_PROJECTS_L1_STAGNANT_MV","error:  Call completed. ","2024-11-22 16:07:16"
"PRD_QTR_MANUAL_ADJUST_PROJECTS","error:  Call completed. ","2024-11-22 16:07:16"
"PRD_SERVICES_PL_PROV_L1_SAMP","error:  Call completed. ","2024-11-22 16:07:16"
"PRD_CLOUD_AGEIN_CORP_STATUS_MV","error:  Call completed. ","2024-11-22 16:07:17"
"PRD_DOWNTIME_EVENT_LOG_MV","error:  Call completed. ","2024-11-22 16:07:20"
"STCS_MP_SUBS_MV_FINAL","error:  Call completed. ","2024-11-22 16:07:22"
"PRD_VDC_VS_MP_SUBS_MV","error:  Call completed. ","2024-11-22 16:07:28"
"PRD_PMATRIX_VS_DYNAMICS_FLEET","error:  Call completed. ","2024-11-22 16:07:29"
"PRD_Project_AP_PO_INV_VS_L1_MV","error:  Call completed. ","2024-11-22 16:07:34"
"PRD_PROJ_AP_PO_VS_MATERIAL_MV","error:  Call completed. ","2024-11-22 16:07:36"
"PRD_CLOUD_SUBS_ERROR_MV","error:  Call completed. ","2024-11-22 16:09:09"
"PRD_AGW_VS_PROVISIONING_MODAR","error:  Call completed. ","2024-11-22 16:09:45"
"PRD_RAQIB_INCIDENT_SERVICE_MV","error:  Call completed. ","2024-11-22 16:09:45"
"PRD_SERVICE_DEV_ACT_GL_FLEET","error:  Call completed. ","2024-11-22 16:09:58"
"PRD_DYNAMIC_MERGE_OTHERPRODUCT","error:  Call completed. ","2024-11-22 16:10:00"
"PRD_DYNAMICS_RAQIB_CAN_RECON","error:  Call completed. ","2024-11-22 16:10:00"
"PRD_CEA_vs_FINANCIAL_L1_MV","error:  Call completed. ","2024-11-22 16:10:01"
"PRD_STCGL_VS_PROJECT_L1","error:  Call completed. ","2024-11-22 16:10:06"
"PRD_REG_CAN_MTREND_ISPAN","error:  Call completed. ","2024-11-22 16:10:07"
"PRD_CUSTOMER_TREND_FLEET_MV","error:  Call completed. ","2024-11-22 16:10:07"
"PRD_CUSTOMER_TREND_RAQIB_MV","error:  Call completed. ","2024-11-22 16:10:08"
"PRD_GRA_CUSTOMERTREND_MLS_MV","error:  Call completed. ","2024-11-22 16:10:10"
"PRD_GRAN_CUSTOMERTREND_MES_MV","error:  Call completed. ","2024-11-22 16:10:11"
"PRD_GRAN_CUSTOMERTREND_WIFI_MV","error:  Call completed. ","2024-11-22 16:10:12"
"PRD_STCS_GL_MON_TREND_FLEET_MV","error:  Call completed. ","2024-11-22 16:10:22"
"PRD_PROJECT_PO_PR_GRN_OUT_MV","error:  Call completed. ","2024-11-22 16:10:31"
"STC_GL_RBM_D_MV","error:  Call completed. ","2024-11-22 16:10:32"
"STCS_MP_INVOICES_MV","error:  Call completed. ","2024-11-22 16:40:29"
"PRD_REV_GL_VALIDATION","error:  Call completed. ","2024-11-22 16:41:05"
"PRD_STCS_GL_MLS_MV","error:  Call completed. ","2024-11-22 16:41:06"
"PRD_STCS_GL_MLS_MV1","error:  Call completed. ","2024-11-22 16:41:06"
"PRD_STCSREV_VS_EMAIL_MLS","error:  Call completed. ","2024-11-22 16:41:17"
"ACTIVEMRS_MV","error:  Call completed. ","2024-11-22 16:41:36"
"PRD_PMATRIX_VS_STCSGL_MRS","error: 	CALL DBMS_MVIEW.REFRESH('PRD_PMATRIX_VS_STCSGL_MRS','C')              * ERROR at line 1: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01722: invalid number ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 16:42:06"
"PRD_MP_SUB_PLIST_USG_MODAR","error: 	CALL DBMS_MVIEW.REFRESH('PRD_MP_SUB_PLIST_USG_MODAR','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 16:42:06"
"PRD_MODAR_USG_MP_SUB_VS_AGW_MV","error: 	CALL DBMS_MVIEW.REFRESH('PRD_MODAR_USG_MP_SUB_VS_AGW_MV','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 16:42:06"
"PRD_SHABIK_SERVICE_CASES_MV","error:  Call completed. ","2024-11-22 16:42:07"
"PRD_DYNAMICS_GRANITEMRS_RECON","error:  Call completed. ","2024-11-22 16:49:48"
"PRD_DYNAMICVSGRANITE_WIFI_REC","error:  Call completed. ","2024-11-22 16:49:49"
"PRD_REG_CAN_VS_ISPAN_REV_MV","error:  Call completed. ","2024-11-22 16:49:52"
"PRD_FLEET_PORTAL_DYN_MV","error:  Call completed. ","2024-11-22 16:49:56"
"PRD_QTR_MANUAL_ADJUST_PROJECTS","error:  Call completed. ","2024-11-22 16:49:57"
"PRD_GRA_CUSTOMER_TREND_MV_VSAT","error:  Call completed. ","2024-11-22 16:50:02"
"PRD_CREDIT_ADJUST_PROJECT_MV","error:  Call completed. ","2024-11-22 16:50:04"
"PRD_CONTRACT_SHARE_RECON_FLEET","error:  Call completed. ","2024-11-22 16:54:44"
"PRD_STCS_GL_ISPAN_MV1","error:  Call completed. ","2024-11-22 16:54:44"
"PRD_STCS_GL_ISPAN_MV","error:  Call completed. ","2024-11-22 16:54:45"
"PRD_CAN_PR_STCS_RAISED_INVOICE","error:  Call completed. ","2024-11-22 16:54:52"
"PRD_WORKORDER_GRANITE_MRS","error: 	CALL DBMS_MVIEW.REFRESH('PRD_WORKORDER_GRANITE_MRS','C')              * ERROR at line 1: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01843: not a valid month ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 16:55:18"
"PRD_CLOUD_AGEIN_CORP_STATUS_MV","error:  Call completed. ","2024-11-22 16:55:19"
"PRD_EMP_SALARY_VS_APPO_MANP_MV","error:  Call completed. ","2024-11-22 16:55:22"
"PRD_I_SUPP_VS_BILL_ALL","error:  Call completed. ","2024-11-22 16:55:35"
"PRD_STCS_MP_SUBS_MV","error:  Call completed. ","2024-11-22 16:57:00"
"PRD_MTREND_CUST_CLOUD_PRODUCTS","error:  Call completed. ","2024-11-22 16:57:01"
"STCS_MP_SUB_MV1","error:  Call completed. ","2024-11-22 17:03:31"
"STCS_MP_SUBS_MV2","error:  Call completed. ","2024-11-22 17:05:02"
"PRD_CLOUD_ORDER_PEND_RECON_MV","error:  Call completed. ","2024-11-22 17:05:02"
"PRD_CLOUD_EVENT_DUNNING_ANALY2","error: 	CALL DBMS_MVIEW.REFRESH('PRD_CLOUD_EVENT_DUNNING_ANALY2','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 17:05:02"
"PRD_CLOUD_EVENT_DUNNING_ANALY","error: 	CALL DBMS_MVIEW.REFRESH('PRD_CLOUD_EVENT_DUNNING_ANALY','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 17:05:02"
"A_STC_CDR_INVOICES_RNK_MV","error:  Call completed. ","2024-11-22 17:10:31"
"PRD_CLOUD_INVOICESVSCDRS_MV","error:  Call completed. ","2024-11-22 17:11:49"
"PRD_CLOUD_CDR_STCGL_MV","error:  Call completed. ","2024-11-22 17:14:16"
"PRD_ALL_CLOUD_CAN_RECON","error: 	CALL DBMS_MVIEW.REFRESH('PRD_ALL_CLOUD_CAN_RECON','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 17:14:17"
"PRD_MIDDLEWARE_EVENTLOG_MV","error:  Call completed. ","2024-11-22 17:19:33"
"PRD_MID_WARE_EVENTLOG_RECON_MV","error:  Call completed. ","2024-11-22 17:20:26"
"PRD_INVOICES_R_STCS_STC_VS_GL_v1","error:  Call completed. ","2024-11-22 17:20:30"
"PRD_INVOICES_R_STCS_STC_VS_GL","error:  Call completed. ","2024-11-22 17:20:31"
"PRD_CLOUD_REV_PROJ_L1_MV","error:  Call completed. ","2024-11-22 17:20:36"
"PRD_CLOUD_REV_STND_L1_MV","error:  Call completed. ","2024-11-22 17:20:36"
"PRD_CEA_BID_PO_DIST_RECON_MV","error:  Call completed. ","2024-11-22 17:20:46"
"PRD_PROJECTS_L1vi_L3_MARGIN_MV","error:  Call completed. ","2024-11-22 17:20:50"
"PRD_DYN_RAQIB_UPL_PRI_RECON_MV","error:  Call completed. ","2024-11-22 17:20:51"
"PRD_PROJECT_ACTIVE_STANDARD_MV","error:  Call completed. ","2024-11-22 17:20:53"
"PRD_L1_ERP_GRAN_DIA","error:  Call completed. ","2024-11-22 17:20:53"
"PRD_L1_ERP_GRAN_MDS","error:  Call completed. ","2024-11-22 17:21:25"
"PRD_PROJECT_ACTIVE_CLOUD_MV","error:  Call completed. ","2024-11-22 17:21:26"
"PRD_PROJECTS_L1vi_L3_MARGIN_MV","error:  Call completed. ","2024-11-22 17:21:30"
"PRD_RAQIB_DYN_VS_GL_MV","error:  Call completed. ","2024-11-22 17:21:32"
"PRD_MRS_DYN_WORK_MOVE_MV","error:  Call completed. ","2024-11-22 17:21:40"
"PRD_LOG_MP_FILEVALT_RAW_MV","error:  Call completed. ","2024-11-22 17:21:41"
"PRD_LOG_MP_DNS_RAW_MV","error:  Call completed. ","2024-11-22 17:21:41"
"PRD_VMWARE_PUBCLOUD_CUST_MP_MV","error:  Call completed. ","2024-11-22 17:21:42"
"PRD_SDDC_PVTCLO_QTY_CUST_MP_MV","error: 	CALL DBMS_MVIEW.REFRESH('PRD_SDDC_PVTCLO_QTY_CUST_MP_MV','C')              * ERROR at line 1: ORA-00942: table or view does not exist ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 17:21:42"
"PRD_VMWARE_PRICE_RECON_MV","error:  Call completed. ","2024-11-22 17:22:29"
"VDC_USAGE_REPORT_MV","error:  Call completed. ","2024-11-22 17:24:42"
"PRD_VDC_USG_MP_SUBS_PRICELIST_MV","error:  Call completed. ","2024-11-22 17:27:17"
"PRD_VDC_PRICERECON_MV","error:  Call completed. ","2024-11-22 17:28:38"
"PRD_COST_REV_OUTSOURCE_DETAILS","error:  Call completed. ","2024-11-22 17:28:55"
"PRD_COST_REV_OUTSOURCING_RECON","error:  Call completed. ","2024-11-22 17:29:01"
"PRD_STCGL_PROJBILL_L1_MLS","error:  Call completed. ","2024-11-22 17:29:17"
"PRD_PROJ_ADV_RASIED_INV_MV","error:  Call completed. ","2024-11-22 17:47:35"
"PRD_RAISED_INV_AGEING_SLA_MV","error: 	CALL DBMS_MVIEW.REFRESH('PRD_RAISED_INV_AGEING_SLA_MV','C')              * ERROR at line 1: ORA-12008: error in materialized view or zonemap refresh path ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3012 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2424 ORA-01830: date format picture ends before converting entire input string ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 88 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 253 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2405 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 2968 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3255 ORA-06512: at ""SYS.DBMS_SNAPSHOT_KKXRCA"", line 3287 ORA-06512: at ""SYS.DBMS_SNAPSHOT"", line 16 ORA-06512: at line 1 ","2024-11-22 17:47:36"
"PRD_CR_DR_RBM_STC_GL_SUM","error:  Call completed. ","2024-11-22 17:47:39"
"PRD_RBM_GL_ERP_SUM_MV","error:  Call completed. ","2024-11-22 17:47:42"
"PRD_RBM_GL_ERP_AGEING_DR_CR_MV","error:  Call completed. ","2024-11-22 17:47:43"
"PRD_info_price_sub_deal_bcs_mv","error:  Call completed. ","2024-11-22 17:47:44"
